date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-05-17,5576.1973684210525,4800.0,8200.0,76,0.0,1.0,17,5,5,137,5602.723214285715,5601.105882352941,5631.535714285715,5871.168831168831,5388.4,5593.342155019903,5439.576909974516,5521.608413333274,257.3785290176685,-0.004734455879781274,-0.00982651068416085
2025-05-18,5616.888888888889,5000.0,8000.0,9,0.0,1.0,18,5,6,138,5576.1973684210525,5602.723214285715,5601.105882352941,5514.333333333333,5627.297619047619,5598.603157198551,5454.227703625309,5520.86493260765,265.1448465608734,0.0072973601505355035,0.0028178375605563133
2025-05-19,5566.58947368421,4888.0,8500.0,95,0.0,1.0,19,5,0,139,5616.888888888889,5576.1973684210525,5602.723214285715,5172.142857142857,5447.425925925926,5586.558576998051,5510.577220274075,5529.3766145903855,235.4560003187542,-0.008955031192477203,-0.00644931745144417
2025-05-20,5565.55421686747,3800.0,9400.0,83,0.0,1.0,20,5,1,140,5566.58947368421,5616.888888888889,5576.1973684210525,4979.0,5771.578947368421,5583.010859813523,5594.37067982657,5514.660562411745,25.61214070944498,-0.00018597685739785152,-0.0019086755454275073
2025-05-21,5525.373626373626,4800.0,8500.0,91,0.0,1.0,21,5,2,141,5565.55421686747,5566.58947368421,5616.888888888889,5631.535714285715,5565.0084745762715,5552.505772308436,5579.204667267701,5511.829501825842,30.8360950581466,-0.007219512905303982,-0.016292873924619422
2025-05-22,5519.146067415731,4750.0,8200.0,89,0.0,1.0,22,5,3,142,5525.373626373626,5565.55421686747,5566.58947368421,5601.105882352941,5412.720930232558,5536.691303552277,5567.496122276671,5519.431297338926,36.22368139751061,-0.0011270837736964134,-0.008522885780021361
2025-05-23,5529.222222222223,4125.0,9600.0,90,0.0,1.0,23,5,4,143,5519.146067415731,5525.373626373626,5565.55421686747,5602.723214285715,5530.2786885245905,5524.580638670526,5556.995980553314,5519.355835460185,34.940671488538996,0.0018256727913001924,-0.006528010190815614
2025-05-24,5530.824561403509,4700.0,8200.0,57,0.0,1.0,24,5,5,144,5529.222222222223,5519.146067415731,5525.373626373626,5576.1973684210525,5871.168831168831,5526.39761701382,5550.51415097938,5495.045530476948,34.99346183291136,0.00028979467941181447,0.0009865278619103357
2025-05-25,5767.25,5151.0,7600.0,8,0.0,1.0,25,5,6,145,5530.824561403509,5529.222222222223,5519.146067415731,5616.888888888889,5514.333333333333,5609.098927875243,5571.994309709538,5513.111006667424,88.21025650014906,0.04274687001398858,0.04495331878404896
2025-05-26,5551.0,4895.0,8200.0,90,0.0,1.0,26,5,0,146,5767.25,5530.824561403509,5529.222222222223,5566.58947368421,5172.142857142857,5616.358187134502,5569.767242040364,5540.17223115722,88.56553701998529,-0.0374962070310807,0.003938669292446129
2025-05-27,5428.679487179487,4000.0,8100.0,78,0.0,1.0,27,5,1,147,5551.0,5767.25,5530.824561403509,5565.55421686747,4979.0,5582.309829059829,5550.213709227797,5572.292194527183,103.50100366521433,-0.022035761632230755,-0.01846832657409425
2025-05-28,5506.563218390805,3000.0,9299.0,87,0.0,1.0,28,5,2,148,5428.679487179487,5551.0,5767.25,5525.373626373626,5631.535714285715,5495.414235190098,5547.526508087393,5563.3655876775465,104.49285050707665,0.014346717538813891,-0.0452012279005064
2025-05-29,5444.021052631579,4405.0,8250.0,95,0.0,1.0,29,5,3,149,5506.563218390805,5428.679487179487,5551.0,5519.146067415731,5601.105882352941,5459.75458606729,5536.794363118229,5552.145242697449,111.51547888782754,-0.011357749521579641,-0.019272013577449343
2025-05-30,5468.747474747474,4500.0,10078.0,99,0.0,1.0,30,5,4,150,5444.021052631579,5506.563218390805,5428.679487179487,5529.222222222223,5602.723214285715,5473.110581923286,5528.155113478979,5542.575547016147,114.50239986449834,0.004541940943439737,0.007380798159591695
2025-05-31,5457.957142857143,4650.0,8000.0,70,0.0,1.0,31,5,5,151,5468.747474747474,5444.021052631579,5506.563218390805,5530.824561403509,5576.1973684210525,5456.9085567453985,5517.745482258069,5534.129816618725,117.49248459688222,-0.001973090171041414,-0.008826934987566815
2025-06-01,5663.860465116279,4550.0,8200.0,43,0.0,1.0,1,6,6,152,5457.957142857143,5468.747474747474,5444.021052631579,5767.25,5616.888888888889,5530.1883609069655,5502.975548703253,5537.4849292063955,82.05377393516268,0.03772534610840661,0.04038180792457302
2025-06-02,5625.577777777778,3600.0,8200.0,90,0.0,1.0,2,6,0,153,5663.860465116279,5457.957142857143,5468.747474747474,5551.0,5566.58947368421,5582.465128583733,5513.62951695722,5541.698379498792,93.38749048704696,-0.006759115549241357,0.028677554367701807
2025-06-03,5471.55652173913,3600.0,10501.0,115,0.0,1.0,3,6,1,154,5625.577777777778,5663.860465116279,5457.957142857143,5428.679487179487,5565.55421686747,5586.998254877729,5519.754807608598,5534.984258418198,88.14602973215017,-0.02737874439263177,0.002491660987075539
2025-06-04,5908.75,5200.0,8300.0,8,0.0,1.0,4,6,2,155,5471.55652173913,5625.577777777778,5663.860465116279,5506.563218390805,5525.373626373626,5668.628099838969,5577.210062124198,5562.368285105796,170.61351701170216,0.07990294471488113,0.04323721186141438
2025-06-05,5667.80808080808,3680.0,9400.0,99,0.0,1.0,5,6,3,156,5908.75,5471.55652173913,5625.577777777778,5444.021052631579,5519.146067415731,5682.7048675157375,5609.179637577983,5572.9870003481055,162.25912690280734,-0.04077713885202783,0.007506838354830236
2025-06-06,5436.670454545455,4590.0,10205.0,88,0.0,1.0,6,6,4,157,5667.80808080808,5908.75,5471.55652173913,5468.747474747474,5529.222222222223,5671.076178451179,5604.597206120552,5566.376159799765,167.26196056208218,-0.04078077855975515,-0.006375894511016944
2025-06-07,5403.2,5150.0,5625.0,5,0.0,1.0,7,6,5,158,5436.670454545455,5667.80808080808,5908.75,5457.957142857143,5530.824561403509,5502.559511784512,5596.774757140961,5557.260119699516,176.29925894598858,-0.006156425118147735,-0.08555955151258732
2025-06-08,5786.392857142857,4300.0,8000.0,84,0.0,1.0,8,6,6,159,5403.2,5436.670454545455,5667.80808080808,5663.860465116279,5767.25,5542.087770562771,5614.2793845733295,5558.627466638291,189.64801606853422,0.07091961377384837,0.020922510897346758
