date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-04-11,1347.5,1000.0,1600.0,14,0.0,1.0,11,4,4,101,1159.0,1190.1698113207547,1161.6091525423728,1217.4132142857143,1336.659574468085,1232.2232704402513,1191.093500420955,1425.188240592439,111.77119113315656,0.16264020707506477,0.16002873862587474
2025-04-12,1178.1818181818182,500.0,1770.0,11,0.0,1.0,12,4,5,102,1347.5,1159.0,1190.1698113207547,1007.5,1406.9354838709678,1228.2272727272723,1215.4766173040719,1408.8486930432139,78.79845432369726,-0.1256535672120087,-0.010072506481770938
2025-04-14,1091.7586206896551,700.0,2000.0,29,0.0,2.0,14,4,0,104,1178.1818181818182,1347.5,1159.0,1162.232142857143,1328.75,1205.8134796238242,1205.4089712801451,1391.920737378189,90.38514311428287,-0.07335302256279275,-0.05801672071643216
2025-04-15,1032.564,650.0,1814.0,65,0.0,1.0,15,4,1,105,1091.7586206896551,1178.1818181818182,1347.5,1309.6433962264152,1238.888888888889,1100.8348129571575,1165.8262003906573,1377.1832453146974,97.5190947700869,-0.05421951296547789,-0.23371873840445268
2025-04-16,1084.83453125,600.0,2000.0,64,0.0,1.0,16,4,2,106,1032.564,1091.7586206896551,1178.1818181818182,1161.6091525423728,2311.9245283018868,1069.7190506465515,1154.8583973488899,1289.5339598109908,102.27386528447128,0.05062207403124641,-0.07922995032793212
2025-04-17,1059.5626315789473,525.0,1800.0,57,0.0,1.0,17,4,3,107,1084.83453125,1032.564,1091.7586206896551,1190.1698113207547,2034.6,1058.9870542763156,1136.2002288143458,1219.8884334952015,106.58107818846983,-0.02329562614672054,-0.029490025084821347
2025-04-18,1022.2685714285714,650.0,1250.0,42,0.0,1.0,18,4,4,108,1059.5626315789473,1084.83453125,1032.564,1159.0,2076.46875,1055.5552447525058,1116.667167589856,1144.5884207400993,113.97877506349884,-0.03519759855517057,-0.009970741350103896
2025-04-19,1045.9918367346938,543.0,1740.0,49,0.0,1.0,19,4,5,109,1022.2685714285714,1059.5626315789473,1084.83453125,1347.5,1217.4132142857143,1042.6076799140703,1073.5945728376694,1132.3440366293123,52.7121648389448,0.023206489927564133,-0.03580517894332669
2025-04-20,1098.9032258064517,650.0,1600.0,31,0.0,1.0,20,4,6,110,1045.9918367346938,1022.2685714285714,1059.5626315789473,1178.1818181818182,1007.5,1055.7212113232388,1062.2690596411885,1138.8728384726303,30.20926793309185,0.050584896758786524,0.03712908803595649
2025-04-21,1047.9707272727273,543.0,1866.0,55,0.0,1.0,21,4,0,111,1098.9032258064517,1045.9918367346938,1022.2685714285714,1091.7586206896551,1162.232142857143,1064.288596604624,1056.013646295913,1130.711308788029,27.49695722307595,-0.046348483958945974,0.025142273334529452
2025-04-22,1081.9639655172414,700.0,1866.0,58,0.0,1.0,22,4,1,112,1047.9707272727273,1098.9032258064517,1045.9918367346938,1032.564,1309.6433962264152,1076.2793061988066,1063.0707842269476,1114.4484923088023,26.806114740881668,0.032437202070499715,0.03439044887275888
2025-04-23,1156.1503508771932,600.0,7800.0,57,0.0,1.0,23,4,2,113,1081.9639655172414,1047.9707272727273,1098.9032258064517,1084.83453125,1161.6091525423728,1095.361681222387,1073.2587584594037,1114.058577904147,44.30009036031719,0.06856641045756673,0.05209478298576253
2025-04-24,1035.803484848485,527.0,1650.0,66,0.0,1.0,24,4,3,114,1156.1503508771932,1081.9639655172414,1047.9707272727273,1059.5626315789473,1190.1698113207547,1091.3059337476395,1069.8645946407662,1103.032411727556,46.38544892014918,-0.10409274705266391,-0.011610288443749672
2025-04-25,1050.7,675.0,1800.0,50,0.0,1.0,25,4,4,115,1035.803484848485,1156.1503508771932,1081.9639655172414,1022.2685714285714,1159.0,1080.884611908559,1073.9262272938274,1095.2966974418418,42.614710825826336,0.014381603624064043,-0.028895570013087624
2025-04-26,1034.994423076923,500.0,1750.0,52,0.0,1.0,26,4,5,116,1050.7,1035.803484848485,1156.1503508771932,1045.9918367346938,1347.5,1040.4993026418024,1072.3551681998601,1072.9748705187649,43.99651328902629,-0.014947727156254809,-0.10479253646236131
