date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-01-22,7128.8,6049.0,7500.0,35,0.0,1.0,22,1,2,22,7110.0,7085.428571428572,7114.615384615385,7081.822222222222,7083.810810810811,7108.07619047619,7108.296220865968,7127.180693854284,27.40952260768932,0.002644163150492318,0.0019937290517892947
2025-01-23,7119.611111111111,6552.0,7421.0,36,0.0,1.0,23,1,3,23,7128.8,7110.0,7085.428571428572,7142.8,6995.0625,7119.470370370371,7104.983522453271,7136.077023219363,23.693845012308536,-0.0012889811593660427,0.004824343275490417
2025-01-24,7117.763157894737,6382.0,7476.0,38,0.0,1.0,24,1,4,24,7119.611111111111,7128.8,7110.0,7115.823529411765,7059.214285714285,7122.058089668616,7105.260612236552,7140.259085517966,23.85255272405997,-0.00025955816793010733,0.001091864682803978
2025-01-25,6996.586206896552,4892.0,7421.0,29,0.0,1.0,25,1,5,25,7117.763157894737,7119.611111111111,7128.8,7060.606060606061,7183.777777777777,7077.9868253008,7096.11491884948,7126.88825902645,45.906167106927086,-0.017024583188579467,-0.018546430409528747
2025-01-26,6997.25,6800.0,7200.0,8,0.0,1.0,26,1,6,26,6996.586206896552,7117.763157894737,7119.611111111111,7114.615384615385,7441.666666666667,7037.1997882637625,7079.348435332996,7095.144211407403,57.891359789543415,9.487385473705423e-05,-0.0171864880260314
2025-01-27,7074.242424242424,6051.0,7421.0,33,0.0,1.0,27,1,0,27,6997.25,6996.586206896552,7117.763157894737,7085.428571428572,7150.84375,7022.692877046325,7077.7504143064025,7089.672688139005,57.849927723378244,0.011003240450523366,-0.0061143835060093465
2025-01-28,7010.178571428572,5500.0,7500.0,28,0.0,1.0,28,1,1,28,7074.242424242424,6997.25,6996.586206896552,7110.0,7110.068965517241,7027.223665223665,7063.4902102247715,7082.537659989814,60.80313732989713,-0.009055931218064361,0.0019427137935672523
2025-01-29,7029.648648648648,6014.0,7428.0,37,0.0,1.0,29,1,2,29,7010.178571428572,7074.242424242424,6997.25,7128.8,7081.822222222222,7038.023214773214,7049.3257314602915,7078.81097616313,54.24878569100345,0.002777401035036542,0.004630197384493773
2025-01-30,7051.088235294118,6295.0,7428.0,34,0.0,1.0,30,1,3,30,7029.648648648648,7010.178571428572,7074.242424242424,7119.611111111111,7142.8,7030.305151790446,7039.536749200722,7072.260135826996,44.814222268248486,0.0030498802596046204,-0.0032730273518701836
2025-01-31,7019.857142857143,5615.0,7428.0,35,0.0,1.0,31,1,4,31,7051.088235294118,7029.648648648648,7010.178571428572,7117.763157894737,7115.823529411765,7033.531342266637,7025.550175623923,7065.405393930238,28.718267446547816,-0.004429258491001176,0.0013806454899762954
2025-02-01,7101.026315789473,6610.0,7433.0,38,0.0,1.0,1,2,5,32,7019.857142857143,7051.088235294118,7029.648648648648,6996.586206896552,7060.606060606061,7057.323897980245,7040.470191180054,7068.2925550147675,37.0763210851879,0.011562795549895366,0.010153802943557722
2025-02-02,6958.428571428572,6737.0,7300.0,7,0.0,1.0,2,2,6,33,7101.026315789473,7019.857142857143,7051.088235294118,6997.25,7114.615384615385,7026.437343358396,7034.924272812707,7057.136354072851,46.35993867431459,-0.020081286566116296,-0.013141186264233662
2025-02-03,6990.0,6750.0,7300.0,9,0.0,1.0,3,2,0,34,6958.428571428572,7101.026315789473,7019.857142857143,7074.242424242424,7085.428571428572,7016.484962406015,7022.889640778076,7050.32002754224,45.37604023005042,0.004537149192141099,-0.004253240806691205
2025-02-04,7317.9047619047615,6613.0,8300.0,21,0.0,1.0,4,2,1,35,6990.0,6958.428571428572,7101.026315789473,7010.178571428572,7110.0,7088.777777777777,7066.850525131816,7065.170367678294,119.51174635365217,0.046910552489951574,0.030541845146109248
2025-02-05,7396.631578947368,7000.0,7875.0,19,0.0,1.0,5,2,2,36,7317.9047619047615,6990.0,6958.428571428572,7029.648648648648,7128.8,7234.84544695071,7119.276658031634,7084.301194745963,170.21085603108995,0.010758108994864068,0.0629744205923255
2025-02-06,7474.166666666667,7100.0,7812.0,6,0.0,1.0,6,2,3,37,7396.631578947368,7317.9047619047615,6990.0,7051.088235294118,7119.611111111111,7396.234335839598,7179.716433941998,7109.626591571359,211.95789861585544,0.010482486100833022,0.0692656175488795
2025-02-10,7900.0,7900.0,7900.0,1,0.0,4.0,10,2,0,41,7474.166666666667,7396.631578947368,7317.9047619047615,7019.857142857143,7117.763157894737,7590.266081871346,7305.451127819549,7165.500651721736,329.68313944088857,0.05697402163005916,0.07954397563705462
