date,avg_price,min_price,max_price,mandi_count,missing_data,day,month,day_of_week,lag_1,lag_7,lag_14,lag_30,ma_7,ma_14,ma_30
2025-06-07,1308.04,800.0,1900.0,25.0,0,7,6,5,1224.9282352941177,1131.7358490566037,1020.7918867924528,1183.6666666666667,1535.4144803947402,1348.9871467871253,1216.4739127140792
2025-06-08,1219.6785714285713,800.0,1850.0,56.0,0,8,6,6,1308.04,1890.8048780487804,1128.5714285714287,1243.5185185185185,1439.53929373471,1355.4947998483497,1215.679247811081
2025-06-09,1375.0,850.0,2400.0,29.0,0,9,6,0,1219.6785714285713,2043.245283018868,1114.4338181818182,1299.4615384615386,1344.075681874872,1374.10666997822,1218.1971965290297
2025-06-10,1119.8163265306123,775.0,2000.0,49.0,0,10,6,1,1375.0,1998.5692307692307,1181.4083018867925,1341.397435897436,1218.5395526979264,1369.707243167064,1210.8111595501357
2025-06-11,1156.0081632653062,812.5,2100.0,0.0,1,11,6,2,1119.8163265306123,1266.6666666666667,1158.6842105263158,1383.3333333333333,1202.7311950691605,1369.5160969341346,1203.2336538812015
2025-06-12,1192.2,850.0,2200.0,15.0,0,12,6,3,1156.0081632653062,1015.6470689655172,1223.3529411764705,1076.6451612903227,1227.953042359801,1367.2908868501013,1207.0854818381908
2025-06-13,1372.2856,900.0,1800.0,50.0,0,13,6,4,1192.2,1224.9282352941177,1199.732142857143,1054.7661290322583,1249.0040944606415,1379.6161337888766,1217.6694642037824
2025-06-14,1334.4371186440678,200.0,1800.0,59.0,0,14,6,5,1372.2856,1308.04,1131.7358490566037,1032.8870967741937,1252.775111409794,1394.094795902267,1227.7211315994443
2025-06-15,1355.1724137931035,900.0,2000.0,29.0,0,15,6,6,1334.4371186440678,1219.6785714285713,1890.8048780487804,1051.52125,1272.1313746047272,1355.8353341697184,1237.8428370592148
2025-06-16,1369.05,650.0,2000.0,60.0,0,16,6,0,1355.1724137931035,1375.0,2043.245283018868,1018.5416666666666,1271.281374604727,1307.6785282397996,1249.5264481703257
2025-06-17,1343.1587301587301,650.0,2100.0,63.0,0,17,6,1,1369.05,1119.8163265306123,1998.5692307692307,1049.0625,1303.1874322658866,1260.8634924819066,1259.3296558422835
2025-06-18,1366.3829090909092,700.0,1850.0,55.0,0,18,6,2,1343.1587301587301,1156.0081632653062,1266.6666666666667,964.1081666666666,1333.2409673838301,1267.9860812264953,1272.7388139230914
2025-06-19,1316.3039682539682,650.0,1900.0,63.0,0,19,6,3,1366.3829090909092,1192.2,1015.6470689655172,998.2321666666667,1350.9701057058253,1289.4615740328131,1283.341207309335
2025-06-20,1349.4265454545452,700.0,1850.0,55.0,0,20,6,4,1316.3039682539682,1372.2856,1224.9282352941177,997.6613559322035,1347.7045264850462,1298.3543104728437,1295.0667136267464
